symbol,window,train_start,test_start,test_end,best_params,train_score,test_trades,test_win_rate,test_expectancy_r,test_profit_factor,test_net_profit,test_max_drawdown,test_sharpe
GBPUSD,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 6}",-0.06877391057690468,27,0.5185185185185185,-0.16692355877818055,0.6004386679937201,-4489.664117130655,4584.775662184038,-1.6931634085389262
GBPUSD,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 8}",0.009258113196001836,15,0.8,0.09312762288727065,1.4084867427123169,1372.6037455259648,2736.110000704037,0.9785064617100501
GBPUSD,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.02972327023638489,11,0.7272727272727273,-0.2245308023328297,0.244667928531022,-2457.781356212843,3499.092788219117,-2.5673169142719843
GBPUSD,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 8}",0.0381688919967542,4,0.75,0.03159775011966187,1.1056883495326648,117.09785140653548,1452.3683783836168,0.1794510431077914
GBPUSD,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 8}",-0.0030824042167883698,13,0.6153846153846154,-0.26042854922609143,0.38252784943546997,-3363.224808624931,3588.7054074945772,-2.008884020672861
USDJPY,0,2022-05-12,2023-05-12,2023-08-12,"{""risk.min_r_cost_multiple"": 8}",0.03989284302097989,16,0.75,0.03117193808642095,1.1043335946182093,458.4805166587321,3942.631745710052,0.30279982394291727
USDJPY,1,2022-08-12,2023-08-12,2023-11-12,"{""risk.min_r_cost_multiple"": 8}",0.029683731309455518,8,0.625,-0.04862363824529227,0.8722921571600188,-421.34306304309575,2865.1186838952126,-0.27879686127136355
USDJPY,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 8}",0.010919780208935378,28,0.6428571428571429,-0.14105238047198101,0.6283093415280846,-3956.728808070722,7063.415957104342,-1.6002036232912957
USDJPY,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 8}",-0.047470512569825624,10,0.8,0.04117530674764651,1.1847677129686427,394.86746019376733,2296.350813568366,0.3970299513020637
USDJPY,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 8}",-0.05528954326320333,22,0.5454545454545454,-0.22677165337561994,0.5386581793102735,-4946.604242567846,5972.651943182296,-2.0945007396342876
USDJPY,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 6}",-0.04630002559194875,67,0.6417910447761194,-0.09191703060212267,0.7583305269781868,-6170.792691837138,9127.049226772855,-1.8167055101366487
USDJPY,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 6}",-0.06491395173578421,60,0.7,0.08707183106858764,1.2909738450872321,5146.765158146984,4103.574484682584,1.4563667030198617
USDJPY,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 6}",0.005685436233612425,70,0.7142857142857143,0.030417210897385045,1.0980066831430775,1957.6655864440836,7195.290436309515,0.6688788143399266
USDJPY,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 8}",0.026892415096472565,21,0.5238095238095238,-0.19163942444345536,0.5873116343857245,-4015.5619583982916,5243.302787131615,-1.7190005094011696
USDJPY,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.018906044564818442,19,0.5263157894736842,-0.2371454227707213,0.48816284648997593,-4464.763054913594,5465.127029954689,-2.5339363840572786
USDJPY,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 4}",0.03833305182673917,66,0.6515151515151515,-0.03451919015322278,0.890930360804092,-2454.6159792276885,8247.822881603657,-0.666956454379293
USDJPY,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 8}",0.00864554956501563,19,0.7894736842105263,-0.050620913449250654,0.7750974652025776,-986.6659204553143,2844.887830851265,-0.6632407886649795
XAUUSD,0,2022-05-12,2023-05-12,2023-08-12,"{""risk.min_r_cost_multiple"": 6}",0.003655422539553566,49,0.673469387755102,0.07612472862648269,1.2275090427075597,3622.2182855475257,7597.720161091391,1.1792972863539688
XAUUSD,1,2022-08-12,2023-08-12,2023-11-12,"{""risk.min_r_cost_multiple"": 6}",-0.03951153326761553,46,0.5434782608695652,-0.3160750012833371,0.4851831850866978,-13898.575088431564,19330.420513669946,-2.759200485763108
XAUUSD,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 8}",0.00044882059325215243,44,0.75,0.12701862729030178,1.4901801777471915,5610.342434442151,2730.905549178744,1.9985606251730739
XAUUSD,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 8}",0.03255484786373168,54,0.6111111111111112,-0.09241917595559815,0.7636850463725796,-5038.377639588463,13441.246151375279,-1.4052223392269787
XAUUSD,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 8}",0.03752299481520389,80,0.6125,-0.0980963226546567,0.7479435787157737,-7796.84057165937,9734.4280931971,-1.8889351938259022
XAUUSD,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 8}",-0.04736305177015007,60,0.5833333333333334,-0.13476914525747533,0.6715776783494829,-7960.0873495502165,15382.96074232168,-2.2940193876817543
XAUUSD,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 8}",-0.06523465401993903,70,0.7,0.06491841031220817,1.1894604108612932,4398.066083095138,5426.009722864212,1.2274998806102353
XAUUSD,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 4}",-0.058425778575215116,98,0.673469387755102,0.1675452378584166,1.46748881132271,17307.33892537364,7110.004477251554,3.0880901054180674
