symbol,window,train_start,test_start,test_end,best_params,train_score,test_trades,test_win_rate,test_expectancy_r,test_profit_factor,test_net_profit,test_max_drawdown,test_sharpe
NAS100,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 4}",0.1632874600406453,51,0.7254901960784313,0.3232424994777101,2.040429688336501,17542.492473583945,3407.2274613979534,3.474578769870199
NAS100,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 4}",0.25401095711149585,44,0.7272727272727273,0.23352308539561042,1.7880044599827094,10593.085019743332,4251.58141282908,2.7020131059518535
NAS100,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 6}",0.2658185258224191,28,0.7142857142857143,0.2911202802687086,1.9501105997643589,8338.117137653826,3307.532577336431,3.13788909735516
NAS100,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 6}",0.29549290321719646,39,0.7435897435897436,0.2407135043520095,1.8479192685524763,9669.393655362495,2690.8526535170386,3.339306861311564
NAS100,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 6}",0.2874654958286924,49,0.6122448979591837,0.15654232061026163,1.3655033150765712,7685.846383663462,5709.797612471913,1.8399512064209373
NAS100,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 2}",0.23963424279702955,47,0.6170212765957447,0.1050183066426219,1.2318923256549,4726.484418922046,6069.370241521712,1.0311601881003045
NAS100,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 2}",0.18019736584457086,47,0.48936170212765956,-0.18663392676039117,0.63531096126586,-8597.402942427841,10431.48697257723,-2.229503760734344
NAS100,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.09804731479748918,41,0.8048780487804879,0.28927814842224664,2.364805518622282,12436.367463977193,2627.8615234049794,4.078079294775482
NAS100,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 8}",0.1149280051666824,30,0.4666666666666667,-0.09494347976939183,0.8136574725732838,-3073.6039914903376,9287.759844166721,-0.5908690520772849
NAS100,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 4}",0.08334953758409436,47,0.5957446808510638,0.21113565291606598,1.5056783331315715,10017.609669012367,4750.77594842331,2.0906425767509584
US30,0,2022-05-12,2023-05-12,2023-08-12,"{""risk.min_r_cost_multiple"": 6}",0.3229112643177104,39,0.7692307692307693,0.23654400216062554,1.9015897021298143,9514.14403228664,2691.9513894395495,3.1758796855827147
US30,1,2022-08-12,2023-08-12,2023-11-12,"{""risk.min_r_cost_multiple"": 8}",0.3054430887354825,27,0.6666666666666666,0.18967827573477986,1.5292283724161642,5077.009248734525,3490.475075181821,1.6896196862392185
US30,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 0}",0.33125429863284134,50,0.5,-0.3325498445994143,0.5247643802959184,-15670.050536674637,17947.935911951034,-3.1102941285822023
US30,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 8}",0.30760925347738577,29,0.7241379310344828,0.1401956451568838,1.511556661018418,4049.624238567296,2771.068418119685,1.81053717715777
US30,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 0}",0.261711184135804,43,0.6046511627906976,0.4488645717901267,1.869158714911347,19882.349026550757,11371.231871659445,2.0578949136819724
US30,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 0}",0.3669756569713117,48,0.6458333333333334,0.5181684990592189,2.2817687377641374,26806.786458408984,5231.830758658296,2.859227292699706
US30,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 0}",0.22758555827855273,45,0.6222222222222222,0.055146241705416994,1.0815083878506553,1945.844134247105,6301.35805901204,0.44581127741398113
US30,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 0}",0.3528448185265277,46,0.6521739130434783,0.33060652976431243,1.7655053005210706,15754.124484819768,7206.645214431963,2.446096882810756
US30,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 2}",0.36217360895806083,54,0.6481481481481481,0.070789678150035,1.1652934706982938,3632.2415740066645,6430.5685034513735,1.0025839031111536
US30,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 2}",0.3186129350813375,36,0.5555555555555556,0.23877276888322013,1.4245289279044737,8482.00444768995,6171.344622957782,1.6012850070956783
US30,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 2}",0.27219695158822277,42,0.7380952380952381,0.3969413101449521,2.3441124917414613,17814.794915191567,3338.97673907892,3.8204947232938133
US30,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 8}",0.34133351886677554,33,0.6363636363636364,0.288080822166073,1.8230292555491607,9747.472923821566,2867.0155449896265,2.4955951903516254
