symbol,n_trades,expectancy_r,total_R_p5,total_R_p50,total_R_p95,maxDD_R_p50,maxDD_R_p95,maxDD_R_p99,prob_total_R_negative
NAS100,1469,-0.0075561122608170835,-100.76383991665162,-10.715650117079733,77.02972876532777,62.737751364742124,128.24868537051506,162.20561125167123,0.5757
