symbol,direction,entry_time,exit_time,entry_raw,entry_fill,stop_initial,target,r_dist,qty,risk_amount,net_pnl,realized_r,bars_in_trade,commission,spread_cost,slippage_cost,n_legs,exit_reasons
XAUUSD,bullish,2022-05-12 20:00:00+00:00,2022-05-12 20:05:00+00:00,1822.45,1822.625,1821.24,1826.58,1.2100000000000364,826.4462809917106,999.9999999999999,288.42975206614534,0.28842975206614535,2,0.0,206.61157024792766,82.64462809917107,2,partial_1|stop
XAUUSD,bearish,2022-05-13 07:30:00+00:00,2022-05-13 07:30:00+00:00,1826.76,1826.585,1827.55,1823.86,0.7899999999999636,1269.4737943300097,1002.8842975206614,-1447.2001255360494,-1.4430379746834496,1,0.0,317.3684485825024,126.94737943300098,1,stop
XAUUSD,bullish,2022-05-13 18:45:00+00:00,2022-05-13 19:00:00+00:00,1809.14,1809.315,1807.59,1812.94,1.550000000000182,637.6853524291516,988.412296265301,271.01627478250543,0.27419354838718196,4,0.0,159.4213381072879,63.76853524291516,2,partial_1|stop
XAUUSD,bearish,2022-05-16 03:05:00+00:00,2022-05-16 03:20:00+00:00,1812.32,1812.145,1817.63,1811.11,5.310000000000173,186.65206384427378,991.122459013126,160.52077490609923,0.1619585687382485,4,0.0,46.663015961068446,18.66520638442738,1,target
XAUUSD,bearish,2022-05-16 11:55:00+00:00,2022-05-16 12:30:00+00:00,1800.23,1800.055,1807.35,1792.54,7.119999999999891,139.42804308457897,992.727666762187,-1041.527481841777,-1.0491573033707744,8,0.0,34.85701077114474,13.942804308457898,1,stop
XAUUSD,bullish,2022-05-17 01:00:00+00:00,2022-05-17 01:35:00+00:00,1824.9,1825.075,1821.94,1826.83,2.9600000000000364,331.86229457559364,982.3123919437693,524.3424254294138,0.5337837837837526,8,0.0,82.96557364389841,33.186229457559364,1,target
XAUUSD,bearish,2022-05-17 11:20:00+00:00,2022-05-17 11:25:00+00:00,1828.82,1828.645,1829.95,1823.58,1.1300000000001091,873.9432001751928,987.5558161980633,23.59646640466906,0.023893805309670287,2,0.0,218.4858000437982,87.39432001751929,2,partial_1|stop
XAUUSD,bullish,2022-05-17 22:55:00+00:00,2022-05-18 01:20:00+00:00,1814.28,1814.455,1812.69,1817.56,1.5899999999999181,621.2526923661388,987.7917808621099,276.45744810296287,0.27987421383652383,30,0.0,155.3131730915347,62.12526923661389,2,partial_1|stop
XAUUSD,bearish,2022-05-18 12:40:00+00:00,2022-05-18 12:40:00+00:00,1814.42,1814.2450000000001,1820.48,1814.02,6.059999999999945,163.4581444460641,990.5563553431396,54.26810395611082,0.05478547854787298,1,0.0,40.864536111516024,16.34581444460641,1,target
XAUUSD,bullish,2022-05-18 15:20:00+00:00,2022-05-18 15:25:00+00:00,1813.84,1814.0149999999999,1807.01,1817.49,6.829999999999927,145.1096685772637,991.0990363827005,478.86190630499664,0.48316251830164236,2,0.0,36.277417144315926,14.510966857726372,1,target
XAUUSD,bearish,2022-05-20 12:10:00+00:00,2022-05-20 12:10:00+00:00,1845.32,1845.145,1847.82,1843.64,2.5,398.3550621783003,995.8876554457506,844.9110868802126,0.8484000000000379,1,0.0,99.58876554457507,39.83550621783003,2,partial_1|target
XAUUSD,bearish,2022-05-23 15:35:00+00:00,2022-05-23 15:40:00+00:00,1854.08,1853.905,1858.23,1852.64,4.150000000000091,242.00885935289898,1004.3367663145527,263.7896566946401,0.2626506024096131,2,0.0,60.502214838224745,24.2008859352899,1,target
XAUUSD,bullish,2022-05-23 22:10:00+00:00,2022-05-23 22:15:00+00:00,1853.36,1853.5349999999999,1852.75,1858.72,0.6099999999999,1650.7781358715808,1006.9746628814992,-158.4747010434901,-0.15737704918017326,2,0.0,412.6945339678952,165.0778135871581,2,partial_1|stop
XAUUSD,bearish,2022-05-24 05:25:00+00:00,2022-05-24 06:15:00+00:00,1855.54,1855.365,1857.18,1850.6,1.6400000000001,613.0426316286603,1005.3899158710642,1497.0501064373184,1.4890243902439408,11,0.0,153.26065790716507,61.30426316286603,3,partial_1|partial_2|target
XAUUSD,bearish,2022-05-24 10:50:00+00:00,2022-05-24 13:00:00+00:00,1856.84,1856.665,1860.7,1851.23,3.8600000000001273,264.3420769262704,1020.3604169354375,-1112.880143859608,-1.0906735751295071,27,0.0,66.0855192315676,26.43420769262704,1,stop
XAUUSD,bearish,2022-05-24 18:10:00+00:00,2022-05-24 19:20:00+00:00,1866.11,1865.935,1868.9,1858.58,2.790000000000191,361.7317618268001,1009.2316154968413,378.0096911090735,0.37455197132620605,15,0.0,90.43294045670002,36.17317618268001,2,partial_1|stop
XAUUSD,bullish,2022-05-25 04:50:00+00:00,2022-05-25 04:55:00+00:00,1862.09,1862.2649999999999,1859.47,1863.08,2.619999999999891,386.6456917587688,1013.0117124079321,247.4532427256507,0.24427480916035368,2,0.0,96.6614229396922,38.664569175876885,1,target
XAUUSD,bullish,2022-05-26 00:05:00+00:00,2022-05-26 00:10:00+00:00,1853.01,1853.185,1851.85,1855.24,1.1600000000000819,875.4191765819974,1015.4862448351886,213.60227908613157,0.21034482758631437,2,0.0,218.85479414549934,87.54191765819974,2,partial_1|stop
XAUUSD,bullish,2022-05-26 16:40:00+00:00,2022-05-26 19:05:00+00:00,1847.24,1847.415,1843.73,1853.36,3.509999999999991,289.9208739675363,1017.6222676260497,1294.4967022650587,1.2720797720797845,30,0.0,72.48021849188407,28.992087396753632,2,partial_1|target
XAUUSD,bearish,2022-05-27 05:30:00+00:00,2022-05-27 05:35:00+00:00,1853.49,1853.315,1854.74,1851.92,1.25,824.4537877189603,1030.5672346487004,180.967606404344,0.17560000000003126,2,0.0,206.11344692974006,82.44537877189603,2,partial_1|stop
XAUUSD,bullish,2022-05-30 14:10:00+00:00,2022-05-30 17:55:00+00:00,1854.32,1854.495,1854.02,1859.29,0.2999999999999545,3441.256369043001,1032.376910712744,2066.130323973855,2.00133333333406,46,0.0,860.3140922607502,344.1256369043001,3,partial_1|partial_2|stop
XAUUSD,bullish,2022-05-30 22:20:00+00:00,2022-05-30 22:20:00+00:00,1855.96,1856.135,1853.86,1856.32,2.1000000000001364,501.4467685487685,1053.0382139524822,219.63368462441167,0.20857142857146352,1,0.0,125.36169213719212,50.14467685487685,1,target
XAUUSD,bullish,2022-05-31 12:25:00+00:00,2022-05-31 12:30:00+00:00,1847.2,1847.375,1847.05,1854.01,0.15000000000009095,7034.897005320577,1055.2345507987263,15015.284168156915,14.229333333325346,2,0.0,1758.724251330144,703.4897005320577,3,partial_1|partial_2|stop
XAUUSD,bearish,2022-05-31 18:35:00+00:00,2022-05-31 18:35:00+00:00,1842.37,1842.195,1846.25,1841.67,3.880000000000109,310.6668537320262,1205.3873924802956,191.3707818989236,0.15876288659792992,1,0.0,77.66671343300655,31.06668537320262,1,target
XAUUSD,bullish,2022-06-01 04:00:00+00:00,2022-06-01 04:00:00+00:00,1835.72,1835.895,1833.03,1836.45,2.6900000000000546,448.81081795511534,1207.3011002992848,227.99589552121574,0.18884758364313303,1,0.0,112.20270448877883,44.881081795511534,1,target
XAUUSD,bullish,2022-06-01 06:50:00+00:00,2022-06-01 07:05:00+00:00,1832.88,1833.055,1829.44,1836.62,3.4400000000000546,351.6224009460691,1209.581059254497,1139.256579065267,0.9418604651162666,4,0.0,87.90560023651727,35.16224009460691,2,partial_1|target
XAUUSD,bearish,2022-06-01 19:50:00+00:00,2022-06-02 00:20:00+00:00,1848.28,1848.105,1850.0,1844.95,1.7200000000000273,709.8683866541455,1220.9736250451497,362.0328771936885,0.29651162790703284,43,0.0,177.46709666353638,70.98683866541455,2,partial_1|stop
XAUUSD,bearish,2022-06-02 08:50:00+00:00,2022-06-02 09:15:00+00:00,1851.29,1851.115,1853.27,1847.93,1.9800000000000182,618.4817948571088,1224.5939538170867,-1441.0625820170185,-1.1767676767676292,6,0.0,154.6204487142772,61.84817948571088,1,stop
XAUUSD,bullish,2022-06-03 05:35:00+00:00,2022-06-03 05:40:00+00:00,1867.33,1867.5049999999999,1866.53,1870.47,0.7999999999999545,1512.7291599962316,1210.1833279969164,69.58554136007297,0.0575000000002068,2,0.0,378.1822899990579,151.27291599962317,2,partial_1|stop
XAUUSD,bullish,2022-06-03 11:45:00+00:00,2022-06-03 12:10:00+00:00,1864.64,1864.815,1863.13,1866.34,1.509999999999991,801.9067439804797,1210.879183410517,1006.3929636954985,0.8311258278145716,6,0.0,200.47668599511994,80.19067439804797,2,partial_1|target
XAUUSD,bearish,2022-06-06 07:00:00+00:00,2022-06-06 07:00:00+00:00,1855.64,1855.4650000000001,1856.58,1854.18,0.9399999999998272,1298.8756521784005,1220.943113047472,1961.8217850503206,1.606808510638646,1,0.0,324.71891304460013,129.88756521784006,3,partial_1|partial_2|target
XAUUSD,bearish,2022-06-06 12:45:00+00:00,2022-06-06 13:35:00+00:00,1853.18,1853.005,1855.64,1851.16,2.4600000000000364,504.2932239422589,1240.5613308979753,842.169683983609,0.6788617886179057,11,0.0,126.07330598556473,50.42932239422589,1,target
XAUUSD,bullish,2022-06-06 17:25:00+00:00,2022-06-06 17:25:00+00:00,1841.62,1841.7949999999998,1841.37,1848.17,0.25,4995.932110951245,1248.9830277378112,-2997.5592665702925,-2.399999999999636,1,0.0,1248.9830277378112,499.5932110951245,1,stop
XAUUSD,bullish,2022-06-06 18:35:00+00:00,2022-06-06 18:50:00+00:00,1841.43,1841.605,1840.74,1844.01,0.6900000000000546,1766.6774421333507,1219.0074350721084,-1837.3445398186204,-1.5072463768114224,4,0.0,441.6693605333377,176.66774421333508,1,stop
XAUUSD,bullish,2022-06-06 20:10:00+00:00,2022-06-06 22:00:00+00:00,1841.64,1841.815,1840.51,1843.79,1.1300000000001091,1062.5079554635454,1200.6339896739223,-1608.6370445716975,-1.3398230088493364,11,0.0,265.62698886588635,106.25079554635454,1,stop
XAUUSD,bearish,2022-06-07 06:40:00+00:00,2022-06-07 06:45:00+00:00,1841.21,1841.035,1842.46,1839.32,1.25,947.6380953825641,1184.5476192282051,-1516.2209526120164,-1.2799999999999272,2,0.0,236.90952384564102,94.76380953825641,1,stop
XAUUSD,bullish,2022-06-08 19:25:00+00:00,2022-06-08 19:50:00+00:00,1853.39,1853.565,1852.3,1855.76,1.0900000000001455,1072.8306511026872,1169.385409702085,-1544.876137587928,-1.3211009174310664,6,0.0,268.2076627756718,107.28306511026872,1,stop
