entry_time,exit_time,direction,entry,stop,target,r_dist,realized_r,exit_reasons,k6_taken
2024-07-15 17:30:00+00:00,2024-07-15 20:15:00+00:00,bearish,157.996,158.115,157.749,0.119,0.282,partial_1|stop,False
2024-07-17 02:30:00+00:00,2024-07-17 02:30:00+00:00,bullish,158.36,158.252,158.407,0.108,0.306,target,False
2024-07-18 06:30:00+00:00,2024-07-18 06:45:00+00:00,bearish,156.366,156.591,156.19,0.225,0.776,partial_1|target,True
2024-07-19 06:45:00+00:00,2024-07-19 06:45:00+00:00,bullish,157.416,157.317,157.52,0.099,-1.263,stop,False
2024-07-22 04:00:00+00:00,2024-07-22 04:30:00+00:00,bullish,157.452,157.146,157.499,0.306,0.069,target,True
2024-07-22 10:30:00+00:00,2024-07-22 12:30:00+00:00,bearish,156.715,156.975,156.343,0.26,-1.1,stop,True
2024-07-23 15:00:00+00:00,2024-07-23 15:00:00+00:00,bearish,156.057,156.278,156.034,0.221,0.222,target,True
2024-07-24 07:45:00+00:00,2024-07-24 09:30:00+00:00,bullish,154.565,154.331,155.054,0.234,0.389,partial_1|stop,True
2024-07-26 00:30:00+00:00,2024-07-26 00:30:00+00:00,bearish,153.919,154.331,153.632,0.412,0.633,target,True
2024-07-30 00:45:00+00:00,2024-07-30 01:00:00+00:00,bearish,154.024,154.099,153.869,0.075,0.187,partial_1|stop,False
2024-07-31 19:15:00+00:00,2024-07-31 19:15:00+00:00,bullish,149.992,149.752,150.581,0.24,-1.108,stop,True
2024-08-01 05:00:00+00:00,2024-08-01 05:00:00+00:00,bearish,149.82,150.343,149.794,0.523,0.22,target,True
2024-08-05 12:00:00+00:00,2024-08-05 13:30:00+00:00,bullish,142.162,141.688,143.56,0.474,0.445,partial_1|stop,True
2024-08-06 23:45:00+00:00,2024-08-07 00:00:00+00:00,bearish,144.746,145.015,144.045,0.269,-1.097,stop,True
2024-08-08 02:15:00+00:00,2024-08-08 02:15:00+00:00,bearish,146.81,147.206,146.68,0.396,0.389,target,True
2024-08-11 21:45:00+00:00,2024-08-11 22:00:00+00:00,bullish,146.647,146.255,146.791,0.392,0.301,target,True
2024-08-14 03:45:00+00:00,2024-08-14 03:45:00+00:00,bearish,146.872,146.884,146.602,0.012,-3.167,stop,False
2024-08-14 22:30:00+00:00,2024-08-14 22:45:00+00:00,bearish,147.243,147.274,146.933,0.031,1.168,partial_1|partial_2|stop,False
2024-08-15 06:30:00+00:00,2024-08-15 06:45:00+00:00,bearish,147.286,147.415,147.147,0.129,0.837,partial_1|target,False
2024-08-16 07:15:00+00:00,2024-08-16 08:15:00+00:00,bullish,148.95,148.83,149.268,0.12,-1.217,stop,False
2024-08-23 05:00:00+00:00,2024-08-23 09:45:00+00:00,bullish,145.69,145.277,146.13,0.413,0.97,partial_1|target,True
2024-08-26 12:45:00+00:00,2024-08-26 12:45:00+00:00,bullish,144.022,143.726,144.09,0.296,0.301,target,True
2024-08-27 05:30:00+00:00,2024-08-27 07:15:00+00:00,bearish,144.781,144.961,144.45,0.18,-1.144,stop,True
2024-08-28 05:15:00+00:00,2024-08-28 05:15:00+00:00,bearish,144.458,144.5,144.292,0.042,-1.619,stop,False
2024-08-28 15:30:00+00:00,2024-08-28 16:00:00+00:00,bullish,144.346,144.276,144.538,0.07,1.277,partial_1|partial_2|target,False
2024-08-29 00:30:00+00:00,2024-08-29 00:30:00+00:00,bearish,144.595,144.821,144.465,0.226,0.518,target,True
2024-08-29 12:00:00+00:00,2024-08-29 12:15:00+00:00,bullish,144.558,144.43,144.74,0.128,1.008,partial_1|target,False
2024-09-01 21:00:00+00:00,2024-09-01 21:00:00+00:00,bullish,145.971,146.038,146.243,0.045,-0.578,stop,False
2024-09-02 01:30:00+00:00,2024-09-02 01:30:00+00:00,bearish,146.212,146.61,146.081,0.398,0.264,target,True
2024-09-02 06:45:00+00:00,2024-09-02 07:30:00+00:00,bullish,146.123,146.043,146.544,0.08,0.975,partial_1|partial_2|stop,False
2024-09-04 12:15:00+00:00,2024-09-04 13:15:00+00:00,bearish,145.113,145.283,144.917,0.17,0.924,partial_1|target,True
2024-09-08 21:45:00+00:00,2024-09-08 21:45:00+00:00,bearish,142.242,142.709,142.077,0.467,0.298,target,True
2024-09-11 09:15:00+00:00,2024-09-11 09:15:00+00:00,bullish,141.372,140.685,141.397,0.687,0.125,target,True
2024-09-11 14:00:00+00:00,2024-09-11 14:00:00+00:00,bullish,141.553,141.27,141.696,0.283,0.869,partial_1|target,True
2024-09-11 22:15:00+00:00,2024-09-11 22:45:00+00:00,bearish,142.294,142.467,142.193,0.173,-1.15,stop,True
2024-09-12 22:00:00+00:00,2024-09-12 22:00:00+00:00,bullish,141.768,141.709,142.089,0.059,-1.441,stop,False
2024-09-16 12:00:00+00:00,2024-09-16 12:30:00+00:00,bullish,139.787,139.56,140.231,0.227,1.377,partial_1|partial_2|target,True
2024-09-17 03:00:00+00:00,2024-09-17 03:00:00+00:00,bearish,140.657,141.255,140.602,0.598,0.099,target,True
2024-09-17 12:30:00+00:00,2024-09-17 12:30:00+00:00,bullish,140.597,140.336,140.723,0.261,0.688,partial_1|target,True
2024-09-18 11:00:00+00:00,2024-09-18 12:00:00+00:00,bearish,141.699,142.008,141.529,0.309,-1.084,stop,True
2024-09-19 12:30:00+00:00,2024-09-19 12:30:00+00:00,bearish,143.103,143.193,142.682,0.09,-1.289,stop,False
2024-09-20 06:30:00+00:00,2024-09-20 06:30:00+00:00,bearish,142.249,142.794,142.137,0.545,0.539,target,True
2024-09-20 15:30:00+00:00,2024-09-20 15:30:00+00:00,bullish,144.185,143.441,144.285,0.744,0.272,target,True
2024-09-25 04:15:00+00:00,2024-09-25 06:00:00+00:00,bearish,143.382,143.508,143.096,0.126,0.294,partial_1|stop,False
2024-09-25 22:30:00+00:00,2024-09-26 00:00:00+00:00,bearish,144.662,144.85,144.606,0.188,0.16,target,True
2024-09-26 05:30:00+00:00,2024-09-26 05:30:00+00:00,bearish,144.824,145.047,144.763,0.223,0.157,target,True
2024-10-01 12:30:00+00:00,2024-10-01 13:30:00+00:00,bullish,143.705,143.607,144.225,0.098,1.055,partial_1|partial_2|stop,False
2024-10-07 03:45:00+00:00,2024-10-07 04:00:00+00:00,bullish,148.356,148.308,148.792,0.048,1.775,partial_1|partial_2|stop,False
2024-10-07 19:00:00+00:00,2024-10-07 22:45:00+00:00,bearish,148.111,148.26,147.83,0.149,1.303,partial_1|partial_2|target,False
2024-10-08 03:15:00+00:00,2024-10-08 07:15:00+00:00,bearish,147.84,148.207,147.68,0.367,0.365,target,True
2024-10-09 00:45:00+00:00,2024-10-09 00:45:00+00:00,bearish,148.23,148.389,148.2,0.159,0.937,partial_1|target,True
2024-10-10 00:45:00+00:00,2024-10-10 01:15:00+00:00,bearish,149.24,149.308,149.008,0.068,1.307,partial_1|partial_2|stop,False
2024-10-10 16:45:00+00:00,2024-10-10 16:45:00+00:00,bearish,148.958,149.229,148.902,0.271,1.122,partial_1|target,True
2024-10-11 06:45:00+00:00,2024-10-11 07:00:00+00:00,bullish,148.676,148.572,148.777,0.104,0.736,partial_1|target,False
2024-10-13 21:00:00+00:00,2024-10-13 21:45:00+00:00,bullish,149.029,148.947,149.129,0.122,0.697,partial_1|target,False
2024-10-14 01:30:00+00:00,2024-10-14 08:00:00+00:00,bearish,149.228,149.399,149.111,0.171,-1.152,stop,True
2024-10-15 15:00:00+00:00,2024-10-15 16:30:00+00:00,bearish,149.252,149.429,149.141,0.177,-1.147,stop,True
2024-10-15 23:45:00+00:00,2024-10-15 23:45:00+00:00,bullish,149.214,149.158,149.455,0.056,-1.464,stop,False
2024-10-16 04:15:00+00:00,2024-10-16 05:30:00+00:00,bearish,149.208,149.347,149.156,0.139,-1.187,stop,False
2024-10-16 09:45:00+00:00,2024-10-16 10:30:00+00:00,bullish,149.228,149.156,149.373,0.072,1.142,partial_1|partial_2|target,False
2024-10-17 03:45:00+00:00,2024-10-17 03:45:00+00:00,bearish,149.558,149.671,149.522,0.113,0.088,target,False
2024-10-18 09:15:00+00:00,2024-10-18 09:15:00+00:00,bullish,149.864,149.862,150.148,0.002,-14.0,stop,False
2024-10-18 12:30:00+00:00,2024-10-18 12:30:00+00:00,bullish,149.943,149.825,150.155,0.118,-1.22,stop,False
2024-10-18 20:30:00+00:00,2024-10-21 00:00:00+00:00,bearish,149.5,149.654,149.363,0.154,0.776,partial_1|target,False
2024-10-21 21:45:00+00:00,2024-10-21 23:00:00+00:00,bearish,150.736,150.838,150.503,0.102,0.245,partial_1|stop,False
2024-10-22 01:30:00+00:00,2024-10-22 01:30:00+00:00,bearish,150.694,150.808,150.633,0.114,0.316,target,False
2024-10-22 07:15:00+00:00,2024-10-22 07:15:00+00:00,bearish,150.9,151.113,150.809,0.213,0.31,target,True
2024-10-22 14:45:00+00:00,2024-10-22 15:30:00+00:00,bullish,150.904,150.736,151.024,0.168,0.702,partial_1|target,True
2024-10-24 12:15:00+00:00,2024-10-24 12:30:00+00:00,bullish,151.849,151.817,152.248,0.032,1.056,partial_1|partial_2|stop,False
2024-10-25 12:15:00+00:00,2024-10-25 12:30:00+00:00,bearish,151.969,152.067,151.821,0.098,-1.265,stop,False
2024-10-29 03:00:00+00:00,2024-10-29 03:15:00+00:00,bullish,152.923,152.852,153.242,0.071,0.5,partial_1|stop,False
2024-10-29 16:30:00+00:00,2024-10-30 07:30:00+00:00,bearish,153.5,153.765,152.99,0.265,1.387,partial_1|partial_2|target,True
2024-10-30 12:45:00+00:00,2024-10-30 13:00:00+00:00,bullish,152.875,152.82,153.193,0.055,3.131,partial_1|partial_2|stop,False
2024-11-01 13:00:00+00:00,2024-11-01 13:00:00+00:00,bearish,152.71,152.863,152.562,0.153,1.789,partial_1|partial_2|target,False
2024-11-04 13:15:00+00:00,2024-11-04 13:15:00+00:00,bearish,151.93,151.975,151.69,0.045,-1.578,stop,False
2024-11-04 16:30:00+00:00,2024-11-04 17:00:00+00:00,bullish,151.99,151.608,152.065,0.382,0.128,target,True
2024-11-05 00:00:00+00:00,2024-11-05 00:00:00+00:00,bullish,152.116,151.884,152.156,0.232,0.578,target,True
2024-11-05 02:15:00+00:00,2024-11-05 03:45:00+00:00,bearish,152.262,152.409,152.112,0.147,-1.177,stop,False
2024-11-05 23:45:00+00:00,2024-11-05 23:45:00+00:00,bullish,151.428,151.323,151.697,0.105,2.284,partial_1|partial_2|target,False
2024-11-07 00:15:00+00:00,2024-11-07 00:30:00+00:00,bearish,154.426,154.692,154.209,0.266,-1.098,stop,True
2024-11-11 07:30:00+00:00,2024-11-11 07:30:00+00:00,bearish,153.493,153.678,153.444,0.185,0.616,target,True
2024-11-12 06:30:00+00:00,2024-11-12 06:45:00+00:00,bearish,153.802,153.822,153.469,0.02,4.78,partial_1|partial_2|stop,False
2024-11-13 15:00:00+00:00,2024-11-13 15:00:00+00:00,bearish,154.957,155.045,154.872,0.088,-1.295,stop,False
2024-11-14 00:00:00+00:00,2024-11-14 00:15:00+00:00,bearish,155.585,155.633,155.403,0.048,2.275,partial_1|partial_2|stop,False
2024-11-14 13:15:00+00:00,2024-11-14 13:15:00+00:00,bullish,155.822,155.8,156.06,0.022,-2.182,stop,False
2024-11-15 04:15:00+00:00,2024-11-15 04:30:00+00:00,bullish,156.348,156.311,156.644,0.037,1.724,partial_1|partial_2|stop,False
2024-11-18 08:30:00+00:00,2024-11-18 12:15:00+00:00,bearish,154.824,155.163,153.838,0.339,-1.077,stop,True
2024-11-20 14:15:00+00:00,2024-11-20 14:15:00+00:00,bearish,155.838,155.871,155.667,0.033,2.309,partial_1|partial_2|target,False
2024-11-21 06:00:00+00:00,2024-11-21 06:00:00+00:00,bullish,155.032,154.867,155.299,0.165,-1.158,stop,True
2024-11-22 02:00:00+00:00,2024-11-22 03:15:00+00:00,bearish,154.464,154.702,154.307,0.238,0.55,target,True
2024-11-22 15:15:00+00:00,2024-11-22 15:15:00+00:00,bullish,154.644,154.64,154.954,0.004,-7.5,stop,False
2024-11-25 16:45:00+00:00,2024-11-25 16:45:00+00:00,bearish,154.48,154.495,154.092,0.015,-2.733,stop,False
2024-11-25 23:30:00+00:00,2024-11-25 23:45:00+00:00,bearish,154.287,154.534,153.644,0.247,0.496,partial_1|stop,True
2024-11-26 15:30:00+00:00,2024-11-26 23:45:00+00:00,bullish,153.574,152.968,153.802,0.606,-1.043,stop,True
2024-11-27 12:00:00+00:00,2024-11-27 12:15:00+00:00,bullish,151.382,151.337,151.956,0.045,1.302,partial_1|partial_2|stop,False
2024-11-27 15:30:00+00:00,2024-11-27 15:30:00+00:00,bullish,151.392,151.284,151.613,0.108,1.75,partial_1|partial_2|target,False
2024-11-28 13:45:00+00:00,2024-11-28 13:45:00+00:00,bullish,151.606,151.348,151.662,0.258,0.155,target,True
2024-11-29 08:00:00+00:00,2024-11-29 09:45:00+00:00,bearish,150.049,150.288,149.758,0.239,-1.109,stop,True
2024-12-01 22:00:00+00:00,2024-12-02 01:45:00+00:00,bullish,149.514,149.452,150.446,0.183,1.977,partial_1|partial_2|target,True
2024-12-04 19:00:00+00:00,2024-12-04 19:00:00+00:00,bearish,150.486,150.561,149.978,0.075,-1.347,stop,False
2024-12-04 23:00:00+00:00,2024-12-04 23:00:00+00:00,bearish,150.632,150.683,150.219,0.051,-1.51,stop,False
2024-12-05 19:00:00+00:00,2024-12-05 19:00:00+00:00,bullish,150.135,150.083,150.5,0.052,-1.5,stop,False
2024-12-09 05:00:00+00:00,2024-12-09 06:15:00+00:00,bearish,149.948,150.06,149.689,0.112,-1.232,stop,False
2024-12-09 22:30:00+00:00,2024-12-09 22:30:00+00:00,bullish,151.204,151.156,151.315,0.048,-1.542,stop,False
2024-12-10 05:45:00+00:00,2024-12-10 05:45:00+00:00,bullish,151.044,151.021,151.311,0.023,-2.13,stop,False
2024-12-11 07:00:00+00:00,2024-12-11 07:00:00+00:00,bullish,151.555,151.405,151.719,0.15,1.2,partial_1|target,False
2024-12-12 17:15:00+00:00,2024-12-12 18:00:00+00:00,bearish,152.208,152.414,151.798,0.206,-1.126,stop,True
2024-12-16 00:45:00+00:00,2024-12-16 00:45:00+00:00,bearish,153.703,153.805,153.555,0.102,-1.255,stop,False
2024-12-16 10:00:00+00:00,2024-12-16 10:15:00+00:00,bearish,153.837,153.979,153.702,0.142,0.792,partial_1|target,False
2024-12-17 00:45:00+00:00,2024-12-17 00:45:00+00:00,bullish,154.136,154.02,154.214,0.116,1.147,partial_1|target,False
2024-12-17 07:45:00+00:00,2024-12-17 08:00:00+00:00,bearish,154.07,154.216,153.869,0.146,0.322,partial_1|stop,False
2024-12-17 22:00:00+00:00,2024-12-17 22:15:00+00:00,bullish,153.271,153.148,153.421,0.158,0.81,partial_1|target,True
2024-12-18 07:45:00+00:00,2024-12-18 07:45:00+00:00,bearish,153.628,153.794,153.544,0.166,0.349,target,True
2024-12-19 12:45:00+00:00,2024-12-19 13:30:00+00:00,bearish,156.952,157.168,156.434,0.216,0.38,partial_1|stop,True
2024-12-19 23:45:00+00:00,2024-12-20 00:00:00+00:00,bearish,157.649,157.822,157.152,0.173,-1.15,stop,True
2024-12-20 05:15:00+00:00,2024-12-20 07:00:00+00:00,bullish,157.118,156.816,157.375,0.302,-1.086,stop,True
2024-12-25 07:15:00+00:00,2024-12-25 07:30:00+00:00,bullish,157.108,157.025,157.319,0.083,0.024,partial_1|stop,False
2024-12-26 00:15:00+00:00,2024-12-26 00:45:00+00:00,bearish,157.179,157.294,156.929,0.115,-1.226,stop,False
2024-12-26 21:30:00+00:00,2024-12-26 22:00:00+00:00,bearish,158.034,158.091,157.884,0.057,1.17,partial_1|partial_2|target,False
2024-12-30 10:00:00+00:00,2024-12-30 11:15:00+00:00,bullish,157.794,157.691,157.958,0.103,-1.252,stop,False
2025-01-01 23:30:00+00:00,2025-01-01 23:45:00+00:00,bearish,157.363,157.554,157.103,0.191,-1.136,stop,True
2025-01-03 08:15:00+00:00,2025-01-03 08:30:00+00:00,bearish,157.288,157.413,157.171,0.125,-1.208,stop,False
2025-01-03 11:15:00+00:00,2025-01-03 12:30:00+00:00,bullish,157.25,157.077,157.423,0.173,-1.15,stop,True
2025-01-03 17:00:00+00:00,2025-01-03 17:00:00+00:00,bullish,157.176,157.011,157.257,0.165,-1.158,stop,True
2025-01-06 10:15:00+00:00,2025-01-06 10:15:00+00:00,bearish,157.77,157.788,157.567,0.018,-2.444,stop,False
2025-01-07 14:45:00+00:00,2025-01-07 15:00:00+00:00,bearish,157.797,157.859,157.56,0.062,0.081,partial_1|stop,False
2025-01-08 06:30:00+00:00,2025-01-08 08:30:00+00:00,bullish,158.004,157.888,158.239,0.116,1.281,partial_1|partial_2|target,False
2025-01-08 16:15:00+00:00,2025-01-08 18:00:00+00:00,bullish,158.289,158.13,158.505,0.159,0.336,partial_1|stop,True
2025-01-08 23:00:00+00:00,2025-01-08 23:30:00+00:00,bearish,158.375,158.527,158.271,0.152,0.513,target,False
2025-01-10 00:00:00+00:00,2025-01-10 00:00:00+00:00,bearish,158.102,158.168,157.984,0.066,-1.394,stop,False
2025-01-10 12:45:00+00:00,2025-01-10 13:30:00+00:00,bullish,157.904,157.61,158.424,0.294,1.365,partial_1|partial_2|target,True
2025-01-13 17:45:00+00:00,2025-01-13 19:30:00+00:00,bullish,157.352,156.993,157.615,0.359,0.794,partial_1|target,True
2025-01-14 01:00:00+00:00,2025-01-14 01:00:00+00:00,bullish,157.449,157.104,157.458,0.345,0.18,target,True
2025-01-14 08:45:00+00:00,2025-01-14 09:00:00+00:00,bearish,157.612,157.767,157.435,0.155,-1.168,stop,False
2025-01-15 00:15:00+00:00,2025-01-15 01:00:00+00:00,bullish,157.924,157.86,158.072,0.064,0.853,partial_1|partial_2|stop,False
2025-01-15 13:30:00+00:00,2025-01-15 13:30:00+00:00,bullish,156.86,156.703,156.924,0.21,-0.871,stop,True
2025-01-16 09:30:00+00:00,2025-01-16 12:45:00+00:00,bullish,155.746,155.19,156.184,0.556,0.741,target,True
2025-01-17 08:45:00+00:00,2025-01-17 09:15:00+00:00,bearish,155.652,155.749,155.362,0.097,1.005,partial_1|partial_2|stop,False
2025-01-17 13:30:00+00:00,2025-01-17 13:30:00+00:00,bearish,155.669,155.813,155.607,0.144,0.437,target,False
2025-01-22 00:30:00+00:00,2025-01-22 03:15:00+00:00,bullish,155.455,155.319,155.837,0.136,1.471,partial_1|partial_2|target,False
2025-01-22 21:00:00+00:00,2025-01-23 00:00:00+00:00,bearish,156.567,156.715,156.375,0.148,1.003,partial_1|target,False
2025-01-23 12:45:00+00:00,2025-01-23 13:30:00+00:00,bullish,156.398,156.193,156.547,0.205,-1.127,stop,True
2025-01-28 18:45:00+00:00,2025-01-29 00:15:00+00:00,bearish,155.612,155.771,155.206,0.159,0.336,partial_1|stop,True
2025-01-30 19:45:00+00:00,2025-01-30 20:30:00+00:00,bullish,154.118,153.771,154.223,0.347,0.228,target,True
2025-01-31 00:45:00+00:00,2025-01-31 01:15:00+00:00,bearish,154.327,154.47,153.994,0.143,1.384,partial_1|partial_2|target,False
2025-01-31 14:45:00+00:00,2025-01-31 15:45:00+00:00,bullish,154.662,154.468,154.809,0.194,0.745,partial_1|target,True
2025-02-02 22:00:00+00:00,2025-02-02 22:00:00+00:00,bullish,154.771,154.51,154.973,0.292,0.603,target,True
2025-02-03 03:30:00+00:00,2025-02-03 06:15:00+00:00,bearish,155.758,155.9,155.343,0.142,1.586,partial_1|partial_2|target,False
2025-02-03 21:45:00+00:00,2025-02-03 21:45:00+00:00,bullish,154.634,154.357,154.834,0.277,0.767,partial_1|target,True
2025-02-04 08:45:00+00:00,2025-02-04 09:15:00+00:00,bullish,155.13,155.023,155.396,0.107,0.257,partial_1|stop,False
2025-02-04 12:45:00+00:00,2025-02-04 14:30:00+00:00,bullish,155.248,155.054,155.521,0.194,-1.134,stop,True
2025-02-05 06:15:00+00:00,2025-02-05 08:30:00+00:00,bullish,153.295,153.071,153.638,0.224,-1.116,stop,True
2025-02-07 13:30:00+00:00,2025-02-07 13:30:00+00:00,bearish,152.174,152.193,151.8,0.019,-2.368,stop,False
2025-02-14 18:45:00+00:00,2025-02-16 23:30:00+00:00,bullish,152.308,152.012,152.376,0.296,0.142,target,True
2025-02-19 18:00:00+00:00,2025-02-19 18:15:00+00:00,bearish,151.822,151.842,151.55,0.02,3.31,partial_1|partial_2|stop,False
2025-02-20 22:15:00+00:00,2025-02-20 22:15:00+00:00,bearish,149.626,149.836,149.621,0.21,0.324,target,True
2025-02-21 06:45:00+00:00,2025-02-21 06:45:00+00:00,bullish,150.388,150.102,150.529,0.286,0.402,target,True
2025-02-21 21:15:00+00:00,2025-02-21 21:30:00+00:00,bullish,149.146,148.91,149.222,0.236,0.212,target,True
2025-02-24 19:30:00+00:00,2025-02-24 20:15:00+00:00,bearish,149.776,149.845,149.6,0.069,1.09,partial_1|partial_2|stop,False
2025-02-26 11:45:00+00:00,2025-02-26 12:45:00+00:00,bullish,149.51,149.317,149.627,0.193,0.472,target,True
2025-02-27 08:15:00+00:00,2025-02-27 08:15:00+00:00,bearish,149.262,149.433,149.096,0.171,-1.152,stop,True
2025-03-03 06:00:00+00:00,2025-03-03 07:00:00+00:00,bullish,150.353,150.253,150.719,0.1,0.24,partial_1|stop,False
2025-03-05 13:15:00+00:00,2025-03-05 13:15:00+00:00,bullish,149.327,149.272,149.566,0.055,-1.473,stop,False
2025-03-06 19:45:00+00:00,2025-03-07 03:00:00+00:00,bearish,147.84,148.412,147.488,0.572,0.57,target,True
2025-03-07 05:45:00+00:00,2025-03-07 06:00:00+00:00,bullish,147.554,147.427,148.033,0.127,-1.205,stop,False
2025-03-07 13:30:00+00:00,2025-03-07 13:30:00+00:00,bullish,147.433,147.373,147.752,0.06,-1.433,stop,False
2025-03-10 03:15:00+00:00,2025-03-10 04:45:00+00:00,bullish,147.58,147.371,147.848,0.209,0.376,partial_1|stop,True
2025-03-11 01:15:00+00:00,2025-03-11 01:15:00+00:00,bearish,147.14,147.399,147.036,0.259,0.463,target,True
2025-03-11 17:00:00+00:00,2025-03-11 17:00:00+00:00,bearish,147.397,147.748,147.368,0.351,0.521,target,True
2025-03-13 11:15:00+00:00,2025-03-13 11:30:00+00:00,bearish,147.96,148.247,147.818,0.287,-1.091,stop,True
2025-03-14 13:00:00+00:00,2025-03-14 13:00:00+00:00,bullish,148.634,148.574,148.819,0.06,-1.433,stop,False
2025-03-17 07:00:00+00:00,2025-03-17 07:00:00+00:00,bullish,148.734,148.448,148.794,0.286,0.255,target,True
2025-03-17 13:00:00+00:00,2025-03-17 13:15:00+00:00,bullish,148.815,148.666,148.992,0.149,-1.174,stop,False
2025-03-18 12:00:00+00:00,2025-03-18 12:00:00+00:00,bullish,149.714,149.502,149.731,0.212,0.472,target,True
2025-03-20 05:00:00+00:00,2025-03-20 05:15:00+00:00,bullish,148.267,148.185,148.519,0.082,0.018,partial_1|stop,False
2025-03-26 11:15:00+00:00,2025-03-26 11:45:00+00:00,bullish,150.174,150.037,150.407,0.137,1.161,partial_1|target,False
2025-03-28 10:15:00+00:00,2025-03-28 10:15:00+00:00,bearish,150.774,151.218,150.764,0.444,-0.036,target,True
2025-04-01 01:45:00+00:00,2025-04-01 01:45:00+00:00,bearish,149.87,150.152,149.831,0.282,0.277,target,True
2025-04-01 03:15:00+00:00,2025-04-01 04:00:00+00:00,bullish,149.782,149.621,149.982,0.161,-1.161,stop,True
2025-04-02 04:30:00+00:00,2025-04-02 06:15:00+00:00,bearish,149.863,149.961,149.686,0.098,-1.265,stop,False
2025-04-03 20:45:00+00:00,2025-04-03 21:30:00+00:00,bullish,146.067,145.981,146.427,0.086,-1.302,stop,False
2025-04-04 07:30:00+00:00,2025-04-04 07:45:00+00:00,bearish,146.22,146.426,145.617,0.206,0.374,partial_1|stop,True
2025-04-04 14:15:00+00:00,2025-04-04 16:15:00+00:00,bullish,145.364,144.513,146.369,0.851,1.06,partial_1|target,True
2025-04-08 08:45:00+00:00,2025-04-08 08:45:00+00:00,bearish,147.459,147.817,147.45,0.358,0.517,target,True
2025-04-09 05:15:00+00:00,2025-04-09 05:15:00+00:00,bearish,145.338,145.966,145.297,0.628,0.21,target,True
2025-04-09 07:30:00+00:00,2025-04-09 07:45:00+00:00,bearish,145.314,145.49,144.578,0.176,0.961,partial_1|partial_2|stop,True
2025-04-09 10:45:00+00:00,2025-04-09 11:30:00+00:00,bearish,145.322,145.667,144.7,0.345,1.326,partial_1|target,True
2025-04-10 07:00:00+00:00,2025-04-10 07:30:00+00:00,bullish,146.842,146.622,147.46,0.22,-1.118,stop,True
2025-04-14 07:45:00+00:00,2025-04-14 07:45:00+00:00,bearish,143.01,143.024,142.248,0.014,-2.857,stop,False
2025-04-15 02:00:00+00:00,2025-04-15 02:00:00+00:00,bullish,143.219,142.764,143.34,0.455,0.288,target,True
2025-04-15 23:00:00+00:00,2025-04-15 23:15:00+00:00,bearish,143.199,143.261,142.687,0.062,1.565,partial_1|partial_2|stop,False
2025-04-16 12:15:00+00:00,2025-04-16 12:30:00+00:00,bearish,142.649,142.932,142.487,0.283,0.481,target,True
2025-04-16 15:45:00+00:00,2025-04-16 17:30:00+00:00,bullish,142.584,142.415,142.813,0.169,-1.154,stop,True
2025-04-18 19:30:00+00:00,2025-04-18 20:45:00+00:00,bearish,142.18,142.295,142.114,0.115,0.348,target,False
2025-04-21 10:00:00+00:00,2025-04-21 10:00:00+00:00,bearish,140.781,140.99,140.656,0.209,0.493,target,True
2025-04-21 14:45:00+00:00,2025-04-21 17:45:00+00:00,bearish,140.904,141.088,140.638,0.184,1.082,partial_1|target,True
2025-04-28 02:00:00+00:00,2025-04-28 02:00:00+00:00,bearish,143.808,143.849,143.49,0.041,-1.634,stop,False
2025-04-28 06:00:00+00:00,2025-04-28 07:00:00+00:00,bearish,143.599,143.871,143.342,0.272,-1.096,stop,True
2025-04-29 02:00:00+00:00,2025-04-29 02:15:00+00:00,bullish,142.224,142.115,142.711,0.109,0.216,partial_1|stop,False
2025-04-29 05:15:00+00:00,2025-04-29 05:15:00+00:00,bullish,142.428,142.11,142.435,0.318,0.182,target,True
2025-04-29 12:45:00+00:00,2025-04-29 12:45:00+00:00,bullish,142.382,142.372,142.577,0.01,-3.6,stop,False
2025-04-30 01:30:00+00:00,2025-04-30 01:30:00+00:00,bullish,142.257,142.149,142.366,0.108,0.764,partial_1|target,False
2025-04-30 06:45:00+00:00,2025-04-30 06:45:00+00:00,bullish,142.502,142.316,142.548,0.186,0.124,target,True
2025-05-01 12:30:00+00:00,2025-05-01 12:30:00+00:00,bullish,144.245,144.112,144.39,0.133,1.689,partial_1|partial_2|target,False
2025-05-01 23:30:00+00:00,2025-05-02 00:00:00+00:00,bearish,145.602,145.667,144.565,0.065,1.123,partial_1|partial_2|stop,False
2025-05-04 21:00:00+00:00,2025-05-04 21:30:00+00:00,bullish,144.662,144.345,144.812,0.395,0.314,target,True
2025-05-06 07:15:00+00:00,2025-05-06 07:15:00+00:00,bearish,143.672,143.844,143.618,0.172,0.506,partial_1|target,True
2025-05-06 22:00:00+00:00,2025-05-06 22:00:00+00:00,bearish,142.713,142.959,142.406,0.246,-1.106,stop,True
2025-05-07 01:15:00+00:00,2025-05-07 08:00:00+00:00,bearish,143.04,143.328,142.408,0.288,-1.09,stop,True
2025-05-07 18:30:00+00:00,2025-05-07 18:30:00+00:00,bearish,143.464,143.468,143.17,0.004,-7.5,stop,False
2025-05-08 05:00:00+00:00,2025-05-08 05:00:00+00:00,bearish,143.813,144.013,143.466,0.2,-1.13,stop,True
2025-05-09 15:00:00+00:00,2025-05-09 15:00:00+00:00,bearish,145.108,145.418,145.096,0.31,0.255,target,True
