h1_close_time,direction,trigger_high,trigger_low,prev_high,prev_low,range_pips
2022-10-21 20:00:00+00:00,bullish,147.647,146.617,148.448,147.268,118.0
2022-10-21 21:00:00+00:00,bearish,147.774,147.138,147.647,146.617,103.0
2022-10-24 00:00:00+00:00,bearish,149.705,145.394,149.442,148.011,143.1
2022-10-24 02:00:00+00:00,bearish,149.038,148.521,149.022,147.361,166.1
2022-10-24 14:00:00+00:00,bullish,149.221,148.656,149.237,148.8,43.7
2022-10-24 23:00:00+00:00,bearish,149.098,148.821,149.055,148.75,30.5
2022-10-25 00:00:00+00:00,bullish,148.918,148.751,149.098,148.821,27.7
2022-10-25 02:00:00+00:00,bearish,149.058,148.889,149.001,148.487,51.4
2022-10-25 15:00:00+00:00,bullish,148.165,147.525,148.801,147.747,105.4
2022-10-25 16:00:00+00:00,bullish,147.879,147.512,148.165,147.525,64.0
2022-10-25 19:00:00+00:00,bullish,148.018,147.83,148.125,147.929,19.6
2022-10-25 20:00:00+00:00,bullish,147.99,147.825,148.018,147.83,18.8
2022-10-26 03:00:00+00:00,bearish,148.41,148.294,148.335,148.079,25.6
2022-10-26 05:00:00+00:00,bullish,148.267,148.137,148.329,148.169,16.0
2022-10-26 06:00:00+00:00,bearish,148.275,148.059,148.267,148.137,13.0
2022-10-26 11:00:00+00:00,bearish,147.312,147.049,147.242,146.708,53.4
2022-10-26 12:00:00+00:00,bullish,147.188,146.751,147.312,147.049,26.3
2022-10-26 16:00:00+00:00,bullish,146.645,146.384,146.9,146.455,44.5
2022-10-26 17:00:00+00:00,bullish,146.617,146.227,146.645,146.384,26.1
2022-10-27 02:00:00+00:00,bullish,146.135,145.914,146.286,145.993,29.3
2022-10-27 08:00:00+00:00,bearish,145.902,145.537,145.802,145.126,67.6
2022-10-27 13:00:00+00:00,bearish,146.936,146.405,146.713,146.277,43.6
2022-10-27 15:00:00+00:00,bullish,146.189,145.662,146.66,145.985,67.5
2022-10-27 18:00:00+00:00,bearish,146.181,145.948,146.17,145.836,33.4
2022-10-28 02:00:00+00:00,bearish,146.71,146.361,146.629,146.266,36.3
2022-10-28 03:00:00+00:00,bearish,146.852,145.972,146.71,146.361,34.9
2022-10-28 05:00:00+00:00,bullish,146.31,145.986,146.593,146.083,51.0
2022-10-28 12:00:00+00:00,bearish,147.731,147.135,147.724,147.525,19.9
2022-10-28 15:00:00+00:00,bullish,147.679,147.249,147.731,147.361,37.0
2022-10-31 04:00:00+00:00,bullish,147.985,147.807,148.096,147.861,23.5
2022-10-31 06:00:00+00:00,bullish,147.923,147.735,148.002,147.778,22.4
2022-10-31 07:00:00+00:00,bullish,148.047,147.731,147.923,147.735,18.8
2022-10-31 11:00:00+00:00,bearish,148.736,148.496,148.694,148.385,30.9
2022-10-31 13:00:00+00:00,bullish,148.788,148.601,148.789,148.632,15.7
2022-10-31 14:00:00+00:00,bullish,148.786,148.432,148.788,148.601,18.7
2022-10-31 15:00:00+00:00,bearish,148.848,148.559,148.786,148.432,35.4
2022-10-31 16:00:00+00:00,bullish,148.668,148.537,148.848,148.559,28.9
2022-10-31 20:00:00+00:00,bearish,148.757,148.659,148.74,148.605,13.5
2022-11-01 00:00:00+00:00,bearish,148.822,148.632,148.802,148.564,23.8
2022-11-01 07:00:00+00:00,bullish,148.029,147.5,148.175,147.64,53.5
2022-11-01 15:00:00+00:00,bearish,148.261,148.039,148.215,147.469,74.6
2022-11-01 16:00:00+00:00,bullish,148.223,147.724,148.261,148.039,22.2
2022-11-02 01:00:00+00:00,bullish,147.441,147.158,147.965,147.188,77.7
2022-11-02 05:00:00+00:00,bullish,147.623,147.328,147.708,147.459,24.9
2022-11-02 06:00:00+00:00,bullish,147.564,147.249,147.623,147.328,29.5
2022-11-02 07:00:00+00:00,bullish,147.448,147.229,147.564,147.249,31.5
2022-11-02 12:00:00+00:00,bearish,147.398,147.026,147.15,146.851,29.9
2022-11-02 13:00:00+00:00,bullish,147.16,146.898,147.398,147.026,37.2
2022-11-02 14:00:00+00:00,bullish,147.111,146.856,147.16,146.898,26.2
2022-11-02 16:00:00+00:00,bearish,147.167,147.044,147.151,146.905,24.6
2022-11-02 18:00:00+00:00,bearish,147.228,145.667,147.16,146.97,19.0
2022-11-02 21:00:00+00:00,bullish,147.874,147.605,147.952,147.711,24.1
2022-11-02 23:00:00+00:00,bearish,147.998,147.843,147.992,147.758,23.4
2022-11-03 01:00:00+00:00,bullish,147.533,147.108,147.908,147.312,59.6
2022-11-03 10:00:00+00:00,bearish,148.426,148.139,148.321,148.058,26.3
2022-11-03 12:00:00+00:00,bullish,148.443,148.062,148.36,148.141,21.9
2022-11-03 13:00:00+00:00,bearish,148.449,147.919,148.443,148.062,38.1
2022-11-03 22:00:00+00:00,bullish,148.247,147.974,148.291,148.05,24.1
2022-11-04 01:00:00+00:00,bullish,148.231,148.003,148.402,148.088,31.4
2022-11-04 05:00:00+00:00,bullish,148.021,147.83,148.113,147.85,26.3
2022-11-04 07:00:00+00:00,bearish,148.042,147.811,148.029,147.671,35.8
2022-11-04 10:00:00+00:00,bearish,147.87,147.713,147.82,147.616,20.4
2022-11-04 11:00:00+00:00,bearish,147.88,147.604,147.87,147.713,15.7
2022-11-04 12:00:00+00:00,bearish,148.198,147.113,147.88,147.604,27.6
2022-11-04 13:00:00+00:00,bullish,147.388,146.921,148.198,147.113,108.5
2022-11-04 16:00:00+00:00,bearish,147.339,147.109,147.257,146.676,58.1
2022-11-04 20:00:00+00:00,bullish,146.725,146.553,146.856,146.554,30.2
2022-11-07 03:00:00+00:00,bearish,147.239,147.095,147.218,146.884,33.4
2022-11-07 05:00:00+00:00,bullish,147.241,147.076,147.344,147.095,24.9
2022-11-07 06:00:00+00:00,bullish,147.198,147.042,147.241,147.076,16.5
2022-11-07 09:00:00+00:00,bearish,147.568,146.773,147.557,147.229,32.8
2022-11-07 11:00:00+00:00,bullish,146.743,146.426,146.862,146.58,28.2
2022-11-07 12:00:00+00:00,bearish,146.745,146.476,146.743,146.426,31.7
2022-11-07 13:00:00+00:00,bearish,146.788,146.488,146.745,146.476,26.9
2022-11-07 15:00:00+00:00,bullish,146.496,146.081,146.599,146.14,45.9
2022-11-07 16:00:00+00:00,bearish,146.652,146.316,146.496,146.081,41.5
2022-11-07 17:00:00+00:00,bearish,146.732,146.434,146.652,146.316,33.6
2022-11-08 05:00:00+00:00,bullish,146.717,146.602,146.739,146.613,12.6
2022-11-08 08:00:00+00:00,bearish,146.932,146.659,146.812,146.59,22.2
2022-11-08 11:00:00+00:00,bullish,146.353,146.147,146.703,146.191,51.2
2022-11-08 12:00:00+00:00,bearish,146.402,146.183,146.353,146.147,20.6
2022-11-08 14:00:00+00:00,bullish,146.454,146.231,146.548,146.294,25.4
2022-11-08 17:00:00+00:00,bullish,145.562,145.309,145.909,145.338,57.1
2022-11-08 18:00:00+00:00,bearish,145.64,145.368,145.562,145.309,25.3
2022-11-08 19:00:00+00:00,bearish,145.722,145.37,145.64,145.368,27.2
2022-11-09 02:00:00+00:00,bearish,145.861,145.549,145.723,145.24,48.3
2022-11-09 04:00:00+00:00,bullish,145.55,145.167,145.588,145.358,23.0
2022-11-09 07:00:00+00:00,bearish,145.871,145.703,145.781,145.542,23.9
2022-11-09 08:00:00+00:00,bearish,145.902,145.452,145.871,145.703,16.8
2022-11-09 11:00:00+00:00,bearish,145.875,145.681,145.856,145.372,48.4
2022-11-09 12:00:00+00:00,bullish,145.74,145.588,145.875,145.681,19.4
2022-11-09 15:00:00+00:00,bearish,146.576,146.255,146.461,145.776,68.5
2022-11-09 16:00:00+00:00,bullish,146.449,145.821,146.576,146.255,32.1
2022-11-10 01:00:00+00:00,bullish,146.331,146.118,146.471,146.172,29.9
2022-11-10 05:00:00+00:00,bullish,146.209,146.048,146.232,146.068,16.4
2022-11-10 09:00:00+00:00,bullish,146.319,146.111,146.444,146.163,28.1
2022-11-10 12:00:00+00:00,bullish,146.548,146.358,146.588,146.385,20.3
2022-11-10 17:00:00+00:00,bullish,142.145,141.466,142.398,141.545,85.3
2022-11-10 18:00:00+00:00,bearish,142.234,141.777,142.145,141.466,67.9
2022-11-11 04:00:00+00:00,bullish,142.177,141.79,142.47,141.8,67.0
2022-11-11 15:00:00+00:00,bearish,139.797,139.209,139.636,139.147,48.9
2022-11-11 17:00:00+00:00,bullish,139.255,138.9,139.529,138.975,55.4
2022-11-11 20:00:00+00:00,bullish,138.705,138.46,138.795,138.462,33.3
2022-11-14 12:00:00+00:00,bearish,140.793,140.543,140.732,140.263,46.9
2022-11-14 15:00:00+00:00,bearish,140.711,140.331,140.63,140.07,56.0
2022-11-14 16:00:00+00:00,bullish,140.592,140.313,140.711,140.331,38.0
2022-11-14 17:00:00+00:00,bullish,140.495,140.234,140.592,140.313,27.9
2022-11-14 18:00:00+00:00,bullish,140.438,140.207,140.495,140.234,26.1
2022-11-15 04:00:00+00:00,bearish,140.487,140.307,140.437,140.215,22.2
2022-11-15 05:00:00+00:00,bearish,140.624,140.315,140.487,140.307,18.0
2022-11-15 06:00:00+00:00,bullish,140.418,140.187,140.624,140.315,30.9
2022-11-15 07:00:00+00:00,bearish,140.444,140.234,140.418,140.187,23.1
2022-11-15 10:00:00+00:00,bullish,139.595,139.241,139.721,139.278,44.3
2022-11-15 12:00:00+00:00,bullish,139.292,138.959,139.37,139.056,31.4
2022-11-15 13:00:00+00:00,bearish,139.375,139.118,139.292,138.959,33.3
2022-11-15 14:00:00+00:00,bearish,139.465,137.671,139.375,139.118,25.7
2022-11-15 15:00:00+00:00,bearish,139.538,138.335,139.465,137.671,179.4
2022-11-15 17:00:00+00:00,bearish,139.403,139.01,139.372,138.936,43.6
2022-11-15 18:00:00+00:00,bearish,139.686,139.266,139.403,139.01,39.3
2022-11-15 19:00:00+00:00,bullish,139.51,139.068,139.686,139.266,42.0
2022-11-15 20:00:00+00:00,bearish,139.516,139.039,139.51,139.068,44.2
2022-11-15 21:00:00+00:00,bullish,139.19,138.976,139.516,139.039,47.7
2022-11-16 03:00:00+00:00,bearish,140.012,139.597,139.916,139.344,57.2
2022-11-16 05:00:00+00:00,bearish,140.288,139.932,140.196,139.804,39.2
2022-11-16 07:00:00+00:00,bullish,139.93,139.461,140.124,139.667,45.7
2022-11-16 08:00:00+00:00,bearish,140.003,139.268,139.93,139.461,46.9
2022-11-16 11:00:00+00:00,bullish,139.443,139.183,139.694,139.308,38.6
2022-11-16 12:00:00+00:00,bearish,139.556,139.316,139.443,139.183,26.0
2022-11-16 13:00:00+00:00,bullish,139.516,139.19,139.556,139.316,24.0
2022-11-16 15:00:00+00:00,bullish,139.8,139.044,140.045,139.359,68.6
2022-11-16 17:00:00+00:00,bullish,139.676,139.255,139.581,139.287,29.4
2022-11-16 19:00:00+00:00,bullish,139.709,139.288,139.62,139.36,26.0
2022-11-16 21:00:00+00:00,bullish,139.427,139.243,139.649,139.31,33.9
2022-11-17 02:00:00+00:00,bearish,139.598,139.268,139.549,139.218,33.1
2022-11-17 03:00:00+00:00,bearish,139.649,139.46,139.598,139.268,33.0
2022-11-17 04:00:00+00:00,bearish,139.799,139.56,139.649,139.46,18.9
2022-11-17 07:00:00+00:00,bullish,139.541,139.32,139.604,139.362,24.2
2022-11-17 09:00:00+00:00,bullish,139.435,138.874,139.605,139.22,38.5
2022-11-17 12:00:00+00:00,bearish,140.1,139.799,139.969,139.565,40.4
2022-11-17 13:00:00+00:00,bullish,140.358,139.657,140.1,139.799,30.1
2022-11-17 15:00:00+00:00,bearish,140.716,140.29,140.595,139.806,78.9
2022-11-17 17:00:00+00:00,bearish,140.736,140.422,140.648,140.315,33.3
2022-11-17 19:00:00+00:00,bullish,140.303,140.058,140.458,140.179,27.9
2022-11-17 20:00:00+00:00,bearish,140.355,140.209,140.303,140.058,24.5
2022-11-18 06:00:00+00:00,bearish,140.077,139.778,139.944,139.71,23.4
2022-11-18 07:00:00+00:00,bullish,139.978,139.742,140.077,139.778,29.9
2022-11-18 08:00:00+00:00,bullish,139.956,139.631,139.978,139.742,23.6
2022-11-18 10:00:00+00:00,bearish,140.288,139.838,140.25,139.799,45.1
2022-11-18 14:00:00+00:00,bullish,140.049,139.708,140.077,139.741,33.6
2022-11-18 16:00:00+00:00,bearish,140.087,139.822,140.05,139.688,36.2
2022-11-18 17:00:00+00:00,bearish,140.135,139.84,140.087,139.822,26.5
2022-11-21 01:00:00+00:00,bearish,140.424,140.215,140.388,140.157,23.1
2022-11-21 08:00:00+00:00,bearish,140.89,140.691,140.876,140.484,39.2
2022-11-22 01:00:00+00:00,bearish,142.24,141.839,142.161,142.034,12.7
2022-11-22 05:00:00+00:00,bullish,141.785,141.642,141.814,141.649,16.5
2022-11-22 07:00:00+00:00,bearish,141.984,141.735,141.965,141.687,27.8
2022-11-22 08:00:00+00:00,bearish,142.032,141.764,141.984,141.735,24.9
2022-11-22 13:00:00+00:00,bearish,141.368,141.15,141.344,141.082,26.2
2022-11-22 15:00:00+00:00,bearish,141.543,141.231,141.468,141.227,24.1
2022-11-22 16:00:00+00:00,bullish,141.409,141.147,141.543,141.231,31.2
2022-11-22 17:00:00+00:00,bearish,141.456,141.288,141.409,141.147,26.2
2022-11-23 04:00:00+00:00,bearish,141.424,141.22,141.415,141.197,21.8
2022-11-23 07:00:00+00:00,bullish,141.414,141.22,141.481,141.301,18.0
2022-11-23 09:00:00+00:00,bearish,141.431,141.146,141.384,141.065,31.9
2022-11-23 10:00:00+00:00,bearish,141.506,141.291,141.431,141.146,28.5
2022-11-23 11:00:00+00:00,bearish,141.61,141.338,141.506,141.291,21.5
2022-11-23 13:00:00+00:00,bearish,141.528,141.21,141.514,141.356,15.8
2022-11-23 17:00:00+00:00,bullish,139.884,139.558,140.362,139.66,70.2
2022-11-23 20:00:00+00:00,bearish,139.973,139.162,139.926,139.744,18.2
2022-11-24 03:00:00+00:00,bullish,138.967,138.717,139.206,138.755,45.1
2022-11-24 05:00:00+00:00,bullish,138.844,138.606,138.876,138.629,24.7
2022-11-24 07:00:00+00:00,bearish,138.992,138.789,138.932,138.698,23.4
2022-11-24 09:00:00+00:00,bearish,139.219,138.844,138.995,138.551,44.4
2022-11-24 12:00:00+00:00,bullish,138.423,138.049,138.593,138.073,52.0
2022-11-24 13:00:00+00:00,bearish,138.43,138.083,138.423,138.049,37.4
2022-11-24 16:00:00+00:00,bullish,138.416,138.091,138.321,138.11,21.1
2022-11-24 23:00:00+00:00,bullish,138.637,138.489,138.649,138.52,12.9
2022-11-25 00:00:00+00:00,bearish,138.755,138.519,138.637,138.489,14.8
2022-11-25 01:00:00+00:00,bullish,139.021,138.463,138.755,138.519,23.6
2022-11-25 02:00:00+00:00,bearish,139.048,138.687,139.021,138.463,55.8
2022-11-25 03:00:00+00:00,bullish,138.803,138.611,139.048,138.687,36.1
2022-11-25 08:00:00+00:00,bullish,138.812,138.418,138.715,138.483,23.2
2022-11-25 11:00:00+00:00,bearish,139.528,139.178,139.525,138.801,72.4
2022-11-25 13:00:00+00:00,bullish,139.586,139.206,139.594,139.291,30.3
2022-11-25 17:00:00+00:00,bullish,139.287,139.051,139.382,139.201,18.1
2022-11-25 18:00:00+00:00,bullish,139.247,139.016,139.287,139.051,23.6
2022-11-27 23:00:00+00:00,bullish,139.346,139.008,139.208,139.009,19.9
2022-11-28 08:00:00+00:00,bullish,138.364,137.8,138.382,138.167,21.5
2022-11-28 09:00:00+00:00,bearish,138.394,137.497,138.364,137.8,56.4
2022-11-28 11:00:00+00:00,bullish,137.82,137.53,137.864,137.57,29.4
2022-11-28 13:00:00+00:00,bearish,138.378,138.136,138.257,137.734,52.3
2022-11-28 15:00:00+00:00,bearish,138.763,138.316,138.744,138.217,52.7
2022-11-28 17:00:00+00:00,bearish,138.905,138.639,138.867,138.442,42.5
2022-11-28 18:00:00+00:00,bearish,138.918,138.655,138.905,138.639,26.6
2022-11-28 20:00:00+00:00,bearish,139.009,138.812,138.993,138.771,22.2
2022-11-29 01:00:00+00:00,bullish,138.868,138.538,138.967,138.719,24.8
2022-11-29 02:00:00+00:00,bearish,139.35,138.69,138.868,138.538,33.0
2022-11-29 03:00:00+00:00,bullish,138.864,138.548,139.35,138.69,66.0
2022-11-29 07:00:00+00:00,bullish,138.696,138.318,138.71,138.456,25.4
2022-11-29 11:00:00+00:00,bullish,138.229,137.873,138.347,137.951,39.6
2022-11-29 12:00:00+00:00,bullish,138.142,137.864,138.229,137.873,35.6
2022-11-29 13:00:00+00:00,bearish,138.292,137.9,138.142,137.864,27.8
2022-11-29 15:00:00+00:00,bearish,138.851,138.433,138.625,138.04,58.5
2022-11-29 17:00:00+00:00,bullish,138.465,138.212,138.727,138.222,50.5
2022-11-29 18:00:00+00:00,bearish,138.523,138.277,138.465,138.212,25.3
2022-11-30 03:00:00+00:00,bearish,138.714,138.459,138.703,138.44,26.3
2022-11-30 07:00:00+00:00,bullish,138.623,138.327,138.643,138.372,27.1
2022-11-30 11:00:00+00:00,bearish,139.046,138.723,138.86,138.594,26.6
2022-11-30 13:00:00+00:00,bullish,138.837,138.47,138.954,138.727,22.7
2022-11-30 15:00:00+00:00,bearish,139.452,139.046,139.429,138.664,76.5
2022-11-30 17:00:00+00:00,bullish,139.628,139.239,139.892,139.268,62.4
2022-11-30 18:00:00+00:00,bullish,139.456,139.126,139.628,139.239,38.9
2022-11-30 19:00:00+00:00,bearish,139.593,138.247,139.456,139.126,33.0
2022-11-30 21:00:00+00:00,bullish,138.114,137.648,138.459,137.944,51.5
2022-11-30 22:00:00+00:00,bearish,138.149,137.948,138.114,137.648,46.6
2022-12-01 02:00:00+00:00,bullish,136.886,136.49,137.538,136.729,80.9
2022-12-01 03:00:00+00:00,bearish,136.99,136.564,136.886,136.49,39.6
2022-12-01 08:00:00+00:00,bullish,136.58,135.83,136.523,136.203,32.0
2022-12-01 09:00:00+00:00,bearish,136.663,136.204,136.58,135.83,75.0
2022-12-01 13:00:00+00:00,bullish,136.309,136.04,136.469,136.166,30.3
2022-12-01 16:00:00+00:00,bullish,136.275,135.527,136.327,135.791,53.6
2022-12-01 17:00:00+00:00,bullish,135.956,135.526,136.275,135.527,74.8
2022-12-01 21:00:00+00:00,bullish,135.383,135.209,135.508,135.255,25.3
2022-12-02 05:00:00+00:00,bullish,135.244,135.047,135.253,135.067,18.6
2022-12-02 11:00:00+00:00,bearish,134.314,133.922,134.243,133.682,56.1
2022-12-02 12:00:00+00:00,bullish,134.146,133.87,134.314,133.922,39.2
2022-12-02 13:00:00+00:00,bearish,134.151,133.937,134.146,133.87,27.6
2022-12-05 07:00:00+00:00,bearish,134.726,134.534,134.652,134.281,37.1
2022-12-05 10:00:00+00:00,bearish,135.482,135.085,135.371,134.857,51.4
2022-12-05 12:00:00+00:00,bearish,135.54,135.219,135.464,135.183,28.1
2022-12-05 20:00:00+00:00,bearish,136.859,136.594,136.714,136.522,19.2
2022-12-05 22:00:00+00:00,bearish,136.835,136.719,136.833,136.604,22.9
2022-12-06 02:00:00+00:00,bearish,136.649,136.298,136.626,136.285,34.1
2022-12-06 05:00:00+00:00,bullish,136.971,136.71,137.0,136.803,19.7
2022-12-06 11:00:00+00:00,bullish,136.775,136.56,136.853,136.608,24.5
2022-12-06 17:00:00+00:00,bullish,136.677,136.308,136.772,136.491,28.1
2022-12-06 20:00:00+00:00,bearish,137.072,136.848,137.035,136.809,22.6
2022-12-06 23:00:00+00:00,bullish,137.008,136.872,137.083,136.931,15.2
2022-12-07 01:00:00+00:00,bullish,137.286,136.788,137.007,136.84,16.7
2022-12-07 02:00:00+00:00,bearish,137.36,136.901,137.286,136.788,49.8
2022-12-07 03:00:00+00:00,bullish,137.057,136.833,137.36,136.901,45.9
2022-12-07 08:00:00+00:00,bullish,137.734,137.3,137.854,137.309,54.5
2022-12-07 09:00:00+00:00,bearish,137.804,137.34,137.734,137.3,43.4
2022-12-07 12:00:00+00:00,bullish,137.68,137.329,137.687,137.379,30.8
2022-12-07 13:00:00+00:00,bearish,137.733,137.145,137.68,137.329,35.1
2022-12-07 15:00:00+00:00,bullish,136.73,136.39,137.243,136.531,71.2
2022-12-07 19:00:00+00:00,bullish,136.37,136.215,136.599,136.268,33.1
2022-12-07 23:00:00+00:00,bullish,136.609,136.425,136.617,136.427,19.0
2022-12-08 04:00:00+00:00,bearish,137.087,136.759,137.0,136.719,28.1
2022-12-08 05:00:00+00:00,bearish,137.243,136.824,137.087,136.759,32.8
2022-12-08 08:00:00+00:00,bullish,136.876,136.571,137.102,136.634,46.8
2022-12-08 09:00:00+00:00,bearish,136.965,136.697,136.876,136.571,30.5
2022-12-08 16:00:00+00:00,bullish,136.597,136.318,136.779,136.482,29.7
2022-12-08 17:00:00+00:00,bearish,136.646,136.395,136.597,136.318,27.9
2022-12-09 01:00:00+00:00,bearish,136.877,136.604,136.658,136.515,14.3
2022-12-09 07:00:00+00:00,bearish,136.186,135.997,136.167,135.87,29.7
2022-12-09 08:00:00+00:00,bullish,136.389,135.942,136.186,135.997,18.9
2022-12-09 09:00:00+00:00,bearish,136.458,136.229,136.389,135.942,44.7
2022-12-09 14:00:00+00:00,bullish,136.688,135.602,135.902,135.741,16.1
2022-12-09 22:00:00+00:00,bearish,136.712,136.53,136.694,136.447,24.7
2022-12-11 23:00:00+00:00,bullish,136.623,136.419,136.712,136.53,18.2
2022-12-12 01:00:00+00:00,bearish,136.879,136.691,136.832,136.547,28.5
2022-12-12 02:00:00+00:00,bearish,137.092,136.755,136.879,136.691,18.8
2022-12-12 09:00:00+00:00,bearish,136.968,136.673,136.915,136.651,26.4
2022-12-12 11:00:00+00:00,bullish,136.786,136.617,136.941,136.638,30.3
2022-12-12 14:00:00+00:00,bearish,137.256,136.968,137.093,136.778,31.5
2022-12-12 15:00:00+00:00,bullish,137.177,136.908,137.256,136.968,28.8
2022-12-12 18:00:00+00:00,bearish,137.683,137.412,137.64,137.329,31.1
2022-12-12 20:00:00+00:00,bearish,137.848,137.724,137.786,137.518,26.8
2022-12-13 03:00:00+00:00,bullish,137.778,137.575,137.841,137.588,25.3
2022-12-13 04:00:00+00:00,bullish,137.729,137.567,137.778,137.575,20.3
2022-12-13 05:00:00+00:00,bearish,137.969,137.659,137.729,137.567,16.2
2022-12-13 07:00:00+00:00,bullish,137.649,137.5,137.737,137.528,20.9
2022-12-13 08:00:00+00:00,bearish,137.709,137.318,137.649,137.5,14.9
2022-12-13 10:00:00+00:00,bearish,137.771,137.559,137.704,137.355,34.9
2022-12-13 11:00:00+00:00,bearish,137.832,137.567,137.771,137.559,21.2
2022-12-13 15:00:00+00:00,bullish,135.244,134.65,137.423,134.943,248.0
2022-12-13 16:00:00+00:00,bearish,135.372,134.923,135.244,134.65,59.4
2022-12-13 17:00:00+00:00,bullish,135.262,134.914,135.372,134.923,44.9
2022-12-14 02:00:00+00:00,bullish,135.672,135.286,135.689,135.328,36.1
2022-12-14 07:00:00+00:00,bullish,135.495,135.313,135.569,135.365,20.4
2022-12-14 13:00:00+00:00,bearish,135.133,134.935,135.017,134.665,35.2
2022-12-14 14:00:00+00:00,bullish,135.094,134.85,135.133,134.935,19.8
2022-12-14 16:00:00+00:00,bullish,134.98,134.747,135.133,134.826,30.7
2022-12-14 22:00:00+00:00,bearish,135.489,135.227,135.477,134.8,67.7
2022-12-15 01:00:00+00:00,bearish,135.536,135.325,135.472,135.236,23.6
2022-12-15 02:00:00+00:00,bullish,135.47,135.281,135.536,135.325,21.1
2022-12-15 06:00:00+00:00,bearish,135.881,135.528,135.762,135.518,24.4
2022-12-15 11:00:00+00:00,bearish,136.81,136.561,136.785,136.445,34.0
2022-12-15 12:00:00+00:00,bearish,136.923,136.511,136.81,136.561,24.9
2022-12-15 13:00:00+00:00,bullish,136.73,136.419,136.923,136.511,41.2
2022-12-15 14:00:00+00:00,bearish,136.784,136.377,136.73,136.419,31.1
2022-12-15 20:00:00+00:00,bullish,137.853,137.697,138.171,137.757,41.4
2022-12-16 04:00:00+00:00,bearish,137.386,137.111,137.384,136.949,43.5
2022-12-16 05:00:00+00:00,bearish,137.408,137.139,137.386,137.111,27.5
2022-12-16 10:00:00+00:00,bearish,137.279,136.881,137.232,136.821,41.1
2022-12-16 13:00:00+00:00,bearish,137.212,136.979,137.151,136.941,21.0
2022-12-16 14:00:00+00:00,bullish,137.157,136.97,137.212,136.979,23.3
2022-12-16 15:00:00+00:00,bearish,137.351,136.689,137.157,136.97,18.7
2022-12-16 22:00:00+00:00,bearish,136.758,136.595,136.695,136.462,23.3
2022-12-19 03:00:00+00:00,bullish,136.301,135.768,136.142,135.811,33.1
2022-12-19 04:00:00+00:00,bearish,136.348,136.161,136.301,135.768,53.3
2022-12-19 11:00:00+00:00,bearish,136.171,135.981,136.166,135.868,29.8
2022-12-19 15:00:00+00:00,bearish,136.792,136.545,136.707,136.347,36.0
2022-12-19 16:00:00+00:00,bullish,137.009,136.513,136.792,136.545,24.7
2022-12-19 17:00:00+00:00,bearish,137.159,136.848,137.009,136.513,49.6
2022-12-20 02:00:00+00:00,bearish,137.472,137.222,137.353,136.971,38.2
2022-12-20 04:00:00+00:00,bearish,137.413,133.1,137.361,137.026,33.5
2022-12-20 18:00:00+00:00,bullish,131.309,130.566,131.558,130.996,56.2
2022-12-21 06:00:00+00:00,bearish,132.367,132.139,132.281,132.042,23.9
2022-12-21 07:00:00+00:00,bullish,132.243,132.038,132.367,132.139,22.8
2022-12-21 12:00:00+00:00,bearish,131.961,131.75,131.859,131.56,29.9
2022-12-21 13:00:00+00:00,bearish,132.039,131.771,131.961,131.75,21.1
2022-12-21 14:00:00+00:00,bullish,132.345,131.73,132.039,131.771,26.8
2022-12-21 15:00:00+00:00,bearish,132.526,132.118,132.345,131.73,61.5
2022-12-21 17:00:00+00:00,bearish,132.429,131.912,132.388,131.797,59.1
2022-12-21 18:00:00+00:00,bearish,132.5,132.272,132.429,131.912,51.7
2022-12-22 06:00:00+00:00,bullish,131.952,131.698,131.956,131.744,21.2
2022-12-22 09:00:00+00:00,bearish,132.106,131.841,132.053,131.809,24.4
2022-12-22 15:00:00+00:00,bearish,132.721,132.241,132.5,131.904,59.6
2022-12-22 16:00:00+00:00,bullish,132.424,132.165,132.721,132.241,48.0
2022-12-22 18:00:00+00:00,bearish,132.494,132.306,132.409,132.173,23.6
2022-12-23 02:00:00+00:00,bearish,132.81,132.518,132.71,132.291,41.9
2022-12-23 05:00:00+00:00,bearish,132.734,132.597,132.718,132.577,14.1
2022-12-23 09:00:00+00:00,bearish,132.752,132.503,132.675,132.437,23.8
2022-12-23 11:00:00+00:00,bullish,132.674,132.58,132.724,132.585,13.9
2022-12-23 13:00:00+00:00,bearish,132.782,132.669,132.772,132.583,18.9
2022-12-23 14:00:00+00:00,bullish,133.011,132.507,132.782,132.669,11.3
2022-12-23 19:00:00+00:00,bearish,132.939,132.837,132.887,132.768,11.9
2022-12-26 01:00:00+00:00,bearish,132.884,132.305,132.819,132.646,17.3
2022-12-26 03:00:00+00:00,bullish,132.517,132.358,132.61,132.418,19.2
2022-12-26 06:00:00+00:00,bearish,132.604,132.477,132.59,132.443,14.7
2022-12-26 23:00:00+00:00,bearish,132.907,132.782,132.906,132.758,14.8
2022-12-27 00:00:00+00:00,bearish,132.914,132.692,132.907,132.782,12.5
2022-12-27 01:00:00+00:00,bullish,133.18,132.632,132.914,132.692,22.2
2022-12-27 03:00:00+00:00,bullish,132.922,132.781,133.14,132.824,31.6
2022-12-27 04:00:00+00:00,bearish,132.985,132.837,132.922,132.781,14.1
2022-12-27 05:00:00+00:00,bearish,132.986,132.838,132.985,132.837,14.8
2022-12-27 07:00:00+00:00,bullish,132.857,132.736,132.934,132.788,14.6
2022-12-27 10:00:00+00:00,bearish,133.218,133.083,133.203,132.859,34.4
